1571220356307472467,57661.8243992,-13929.7375731,0.0,0.0,-0.845732697931,0.533606787485
1571220356307472467,57661.8243992,-13929.7375731,0.0,0.0,-0.845732697931,0.533606787485
1571220356317579031,57661.7907973,-13929.8079374,0.0,0.0,-0.845718206779,0.533629754345
1571220356322609186,57661.7740749,-13929.8429576,0.0,0.0,-0.84571109231,0.533641029479
1571220356327636480,57661.7573633,-13929.8779574,0.0,0.0,-0.84570402646,0.533652227232
1571220356337756395,57661.7235518,-13929.9484581,0.0,0.0,-0.845732448798,0.533607182344
1571220356342725754,57661.716134,-13929.9745623,0.0,0.0,-0.845790898609,0.533514531977
1571220356347740650,57661.6994552,-13930.0094748,0.0,0.0,-0.845786034739,0.533522242685
1571220356357806683,57661.6659813,-13930.0795512,0.0,0.0,-0.845776302953,0.533537670051
1571220356362852335,57661.6492038,-13930.1146765,0.0,0.0,-0.845771495355,0.533545291091
1571220356367880821,57661.6324846,-13930.1496819,0.0,0.0,-0.845766734639,0.533552837664
1571220356377928019,57661.5990825,-13930.2196233,0.0,0.0,-0.845757269834,0.533567840601
1571220356382974386,57661.5823077,-13930.2547518,0.0,0.0,-0.845752532777,0.533575349225
1571220356388004303,57661.5655146,-13930.2897189,0.0,0.0,-0.845771692237,0.533544978994
1571220356398087978,57661.5319974,-13930.3599068,0.0,0.0,-0.845765267539,0.533555163244
